期号,开奖日期,前区号码,后区号码,奖池金额,全国销量
23080,2023-07-15,01 02 09 16 30,01 11,"899,395,409.69","319,156,762"
23081,2023-07-17,05 06 23 28 35,07 10,"841,378,608.77","293,496,142"
23082,2023-07-19,02 08 09 15 20,03 09,"827,085,116.17","299,141,777"
23083,2023-07-22,13 15 21 25 32,09 10,"790,074,141","317,082,009"
23084,2023-07-24,03 05 08 24 32,07 08,"809,598,278.97","290,429,825"
23085,2023-07-26,11 12 26 31 35,05 07,"862,163,414.85","293,963,316"
23086,2023-07-29,03 11 15 20 35,07 11,"864,979,868.30","311,653,031"
23087,2023-07-31,03 04 16 19 24,04 05,"895,827,940.12","286,062,808"
23088,2023-08-02,08 14 16 22 24,09 12,"871,592,817.09","287,409,545"
23089,2023-08-05,03 12 20 26 35,02 12,"904,845,173.55","306,682,199"
23090,2023-08-07,08 11 12 19 35,11 12,"762,647,025.01","280,933,706"
23091,2023-08-09,06 16 18 28 29,07 11,"755,893,826.49","289,311,919"
23092,2023-08-12,03 16 21 26 32,03 12,"795,974,256.08","306,558,540"
23093,2023-08-14,11 14 17 19 21,01 05,"816,338,505.60","286,169,239"
23094,2023-08-16,12 19 22 28 32,08 12,"867,355,969.44","285,551,526"
23095,2023-08-19,08 19 28 32 34,03 07,"915,556,976.41","307,851,614"
23096,2023-08-21,06 07 14 21 31,03 10,"966,376,074.66","282,075,812"
23097,2023-08-23,06 07 18 20 22,03 09,"958,839,854.22","283,734,165"
23098,2023-08-26,02 07 15 30 34,05 09,"933,433,567.48","304,752,327"
23099,2023-08-28,09 11 13 22 23,06 07,"830,398,089.02","282,172,880"
23100,2023-08-30,04 06 13 19 35,09 11,"888,328,938.21","286,977,321"
23101,2023-09-02,06 14 16 17 28,07 10,"893,838,613.68","315,967,170"
23102,2023-09-04,02 04 07 16 33,07 11,"943,721,191.61","295,396,987"
23103,2023-09-06,08 11 19 31 32,08 11,"920,553,792.80","294,563,981"
23104,2023-09-09,06 15 16 32 33,08 10,"772,096,221.92","315,933,686"
23105,2023-09-11,07 08 19 20 25,02 11,"594,852,806.89","294,104,641"
23106,2023-09-13,16 24 26 28 31,01 06,"663,727,793.85","300,068,817"
23107,2023-09-16,01 12 15 16 18,03 10,"728,703,279.06","324,896,606"
23108,2023-09-18,05 06 17 30 32,02 08,"734,949,392.01","301,547,351"
23109,2023-09-20,01 12 21 22 31,02 09,"769,146,800.78","300,583,964"
23110,2023-09-23,04 09 11 13 17,07 08,"799,033,238.14","316,886,671"
23111,2023-09-25,03 12 15 28 35,02 12,"826,081,056.26","294,847,714"
23112,2023-09-27,01 11 17 22 27,02 09,"843,710,764.94","294,348,984"
23113,2023-09-30,06 08 30 32 33,03 10,"824,494,855.96","299,774,264"
23114,2023-10-07,02 25 27 30 35,01 10,"877,911,007.72","324,479,019"
23115,2023-10-09,07 10 23 31 34,02 10,"840,443,520.61","292,932,368"
23116,2023-10-11,01 03 09 18 29,04 09,"814,561,509.87","300,369,085"
23117,2023-10-14,05 07 15 18 20,03 04,"833,842,003.69","323,243,808"
23118,2023-10-16,06 07 13 25 33,05 08,"800,852,860.91","298,333,764"
23119,2023-10-18,04 08 10 14 21,04 10,"812,121,301.40","302,972,888"
23120,2023-10-21,02 08 16 31 34,01 10,"864,940,794.90","318,242,674"
23121,2023-10-23,05 11 15 23 33,01 09,"828,549,499.24","305,281,727"
23122,2023-10-25,01 07 09 25 29,10 12,"852,345,166.13","302,656,130"
23123,2023-10-28,02 14 16 28 30,02 07,"865,257,536","325,381,412"
23124,2023-10-30,06 18 23 27 32,06 10,"891,019,556.12","308,575,993"
23125,2023-11-01,07 25 26 29 32,02 08,"942,573,826.59","317,245,687"
23126,2023-11-04,07 12 17 26 34,02 06,"901,877,083.90","333,657,269"
23127,2023-11-06,04 07 08 18 19,02 06,"926,105,316.08","301,104,265"
23128,2023-11-08,01 05 07 12 13,02 06,"951,297,117.90","304,299,864"
23129,2023-11-11,09 23 25 27 33,06 12,"996,449,655.95","330,972,531"
23130,2023-11-13,13 20 27 29 30,01 07,"1,023,653,096.28","307,985,223"
23131,2023-11-15,03 07 21 22 24,06 07,"1,049,374,830.96","311,865,692"
23132,2023-11-18,03 04 12 15 23,02 06,"1,084,953,128.53","335,031,221"
23133,2023-11-20,10 18 25 28 33,05 11,"1,062,683,066.46","316,833,724"
23134,2023-11-22,10 15 22 27 33,01 12,"1,094,743,540.59","326,277,594"
23135,2023-11-25,05 18 22 28 29,09 12,"1,004,596,055","342,060,398"
23136,2023-11-27,13 23 27 30 34,06 09,"1,020,724,605.43","324,906,521"
23137,2023-11-29,04 19 21 30 31,06 12,"1,023,516,740.73","314,969,674"
23138,2023-12-02,07 12 20 28 31,09 10,"1,063,005,169.90","330,230,586"
23139,2023-12-04,15 16 25 31 34,05 09,"1,053,823,169.28","306,026,254"
23140,2023-12-06,01 02 09 19 30,01 02,"1,043,730,971.65","311,212,097"
23141,2023-12-09,04 22 25 30 31,04 05,"1,062,646,770.45","326,977,354"
23142,2023-12-11,04 13 15 17 32,10 12,"1,083,472,752.94","294,429,085"
23143,2023-12-13,09 20 23 29 33,02 10,"1,127,826,661.86","290,282,263"
23144,2023-12-16,05 14 18 25 35,01 10,"1,134,916,198.28","305,447,538"
23145,2023-12-18,06 10 12 32 33,06 07,"1,141,903,902.28","281,788,090"
23146,2023-12-20,14 18 19 26 31,02 07,"1,149,841,280.50","283,511,398"
23147,2023-12-23,06 07 19 33 34,03 08,"1,139,271,874.99","300,086,203"
23148,2023-12-25,11 12 20 21 27,02 12,"1,124,396,079.82","288,709,459"
23149,2023-12-27,01 16 17 21 29,01 06,"1,103,823,972.69","287,474,518"
23150,2023-12-30,05 06 17 18 33,11 12,"1,123,526,130.91","314,687,875"
24001,2024-01-01,03 09 17 26 35,02 07,"1,097,128,760.99","288,568,779"
24002,2024-01-03,01 06 08 27 32,03 04,"1,075,477,263.08","287,934,747"
24003,2024-01-06,07 09 12 23 29,01 02,"1,033,378,430.70","316,688,194"
24004,2024-01-08,02 06 18 19 27,08 09,"966,373,899.80","293,740,320"
24005,2024-01-10,03 05 07 09 12,05 08,"891,647,287.70","296,118,578"
24006,2024-01-13,08 13 16 17 33,02 10,"881,907,619.04","317,993,801"
24007,2024-01-15,04 05 28 34 35,04 11,"831,890,342.51","295,347,811"
24008,2024-01-17,04 06 11 20 30,03 05,"813,246,230.28","290,297,440"
24009,2024-01-20,15 18 19 24 26,05 09,"855,885,855.27","310,609,197"
24010,2024-01-22,02 08 10 15 27,02 08,"823,023,677.61","277,288,880"
24011,2024-01-24,01 03 27 32 34,01 07,"826,914,378.92","278,088,460"
24012,2024-01-27,21 22 25 26 34,01 09,"906,728,561.85","302,400,695"
24013,2024-01-29,05 22 25 28 30,03 12,"867,748,199.06","273,865,726"
24014,2024-01-31,04 05 16 21 31,09 11,"899,112,802.19","277,054,139"
24015,2024-02-03,08 11 14 24 31,05 06,"832,704,685.87","293,435,107"
24016,2024-02-05,15 18 25 27 29,06 11,"836,640,938.18","291,609,488"
24017,2024-02-07,03 07 25 27 35,01 04,"914,830,111.39","347,010,224"
24018,2024-02-19,04 12 19 25 27,01 09,"900,623,259.85","298,212,980"
24019,2024-02-21,19 20 26 29 30,03 04,"871,199,740.84","269,021,669"
24020,2024-02-24,02 04 08 19 26,02 06,"878,719,861.04","294,279,472"
24021,2024-02-26,01 12 16 20 28,07 09,"717,631,060","282,070,714"
24022,2024-02-28,07 09 11 31 32,04 08,"722,283,850.98","285,993,558"
24023,2024-03-02,08 10 12 14 22,05 09,"732,529,067.80","310,377,214"
24024,2024-03-04,03 05 12 17 26,01 12,"755,385,806.93","288,745,840"
24025,2024-03-06,01 02 08 18 27,04 08,"803,788,990.65","287,737,493"
24026,2024-03-09,01 18 21 26 33,02 12,"855,790,631.47","309,482,982"
24027,2024-03-11,08 09 16 22 23,07 09,"797,510,013.27","294,174,414"
24028,2024-03-13,13 18 20 26 28,04 08,"793,751,297.20","290,304,264"
24029,2024-03-16,04 19 24 28 34,04 05,"815,798,946.40","321,907,209"
24030,2024-03-18,08 09 11 19 30,06 12,"802,701,826.27","368,415,603"
24031,2024-03-20,09 12 15 30 34,05 06,"863,917,070.56","372,883,742"
24032,2024-03-23,05 15 26 33 35,01 09,"891,308,930.67","390,395,258"
24033,2024-03-25,04 08 10 11 15,07 09,"921,716,263.22","356,750,334"
24034,2024-03-27,23 26 27 29 33,05 08,"912,961,631.03","359,904,179"
24035,2024-03-30,05 13 17 29 33,05 12,"926,324,125.14","382,184,067"
24036,2024-04-01,02 05 11 32 34,06 10,"918,965,534.95","353,073,460"
24037,2024-04-03,17 19 20 29 35,07 11,"927,354,950.97","343,086,982"
24038,2024-04-06,15 22 24 25 29,01 05,"911,253,519.57","364,876,225"
24039,2024-04-08,03 10 11 20 22,06 10,"931,378,506.68","349,193,612"
24040,2024-04-10,05 12 16 29 30,03 06,"907,166,366.81","350,033,896"
24041,2024-04-13,06 08 14 16 28,03 05,"876,124,218.61","370,223,535"
24042,2024-04-15,01 08 15 23 35,05 12,"922,909,347.14","347,841,577"
24043,2024-04-17,03 04 08 14 27,05 07,"913,546,495.84","337,646,989"
24044,2024-04-20,03 13 15 17 22,06 10,"899,843,308.50","363,290,238"
24045,2024-04-22,09 10 14 31 32,03 08,"849,701,016.78","340,035,744"
24046,2024-04-24,06 12 17 29 30,07 11,"719,960,456.50","339,369,342"
24047,2024-04-27,11 19 21 26 35,10 11,"778,752,831.34","359,497,689"
24048,2024-04-29,12 18 21 26 28,08 09,"778,092,485.18","334,634,953"
24049,2024-05-01,04 06 09 10 22,01 08,"797,733,182.88","314,130,981"
24050,2024-05-04,03 04 14 18 26,07 09,"815,223,577.79","317,239,170"
24051,2024-05-06,05 21 22 23 29,01 02,"873,151,022","315,085,775"
24052,2024-05-08,02 03 13 22 34,04 08,"889,972,405.33","310,107,521"
24053,2024-05-11,01 07 19 20 35,03 09,"830,363,706.30","336,156,975"
24054,2024-05-13,05 06 09 11 22,01 03,"832,891,426.70","320,575,371"
24055,2024-05-15,07 17 22 30 34,05 07,"863,670,781","317,431,264"
24056,2024-05-18,16 17 18 27 35,06 12,"843,912,893.08","336,018,142"
24057,2024-05-20,09 25 30 33 34,03 09,"800,308,581.91","318,410,232"
24058,2024-05-22,06 10 13 20 32,01 02,"870,850,888.73","309,602,010"
24059,2024-05-25,17 18 20 25 31,03 12,"931,975,708.26","324,880,212"
24060,2024-05-27,03 21 25 28 30,01 12,"972,277,348.85","296,628,686"
24061,2024-05-29,01 12 19 31 33,05 08,"1,010,655,904.29","299,445,616"
24062,2024-06-01,05 14 15 16 33,03 05,"1,026,874,292.01","315,884,493"
24063,2024-06-03,07 12 16 33 34,01 03,"973,735,264.26","292,831,289"
24064,2024-06-05,05 12 21 32 33,08 09,"962,849,743.70","288,277,616"
24065,2024-06-08,05 10 18 26 27,03 06,"921,687,696.24","309,719,434"
24066,2024-06-10,13 19 20 24 25,06 07,"913,263,901.96","273,100,690"
24067,2024-06-12,03 11 14 20 22,06 09,"887,419,661.98","284,089,108"
24068,2024-06-15,15 20 31 32 33,05 10,"856,579,360.56","309,548,443"
24069,2024-06-17,07 09 16 20 24,03 07,"861,827,969.99","283,229,251"
24070,2024-06-19,04 20 21 32 34,02 09,"853,967,599.07","285,815,574"
24071,2024-06-22,06 10 15 34 35,02 10,"915,626,815.51","299,309,419"
24072,2024-06-24,04 17 21 23 32,01 06,"983,268,733.83","277,834,690"
24073,2024-06-26,07 09 12 21 23,05 09,"975,514,513.98","274,592,514"
24074,2024-06-29,02 10 11 21 27,09 11,"982,548,557.16","299,903,507"
24075,2024-07-01,08 17 26 28 32,01 10,"1,018,960,254.67","271,990,488"
24076,2024-07-03,01 06 22 27 35,07 12,"1,020,815,446.49","267,258,235"
24077,2024-07-06,01 03 25 26 29,06 12,"1,038,326,614.77","290,800,928"
24078,2024-07-08,05 07 10 14 15,04 07,"1,008,923,163.54","268,900,803"
24079,2024-07-10,03 08 17 18 23,06 11,"991,691,070.55","268,730,382"
24080,2024-07-13,03 05 24 27 28,09 11,"1,020,105,407.54","291,094,012"
24081,2024-07-15,14 15 25 27 34,01 10,"1,046,747,917.20","272,829,311"
24082,2024-07-17,08 21 23 24 26,04 05,"1,063,036,330.75","267,432,531"
24083,2024-07-20,09 11 12 13 30,07 09,"862,133,985.90","286,958,348"
24084,2024-07-22,04 11 16 17 23,05 10,"843,256,869.08","273,725,306"
24085,2024-07-24,02 09 16 29 35,01 06,"884,649,054.75","272,997,715"
24086,2024-07-27,11 12 14 22 28,07 11,"894,351,076.34","289,812,124"
24087,2024-07-29,07 10 20 28 34,05 10,"878,620,335.97","270,914,474"
24088,2024-07-31,01 02 23 28 32,03 05,"936,027,718.90","275,758,279"
24089,2024-08-03,05 06 29 30 34,07 08,"883,749,233.07","295,210,405"
24090,2024-08-05,02 03 06 28 33,07 11,"871,435,469.91","272,808,891"
24091,2024-08-07,01 08 11 17 21,01 02,"853,175,802.71","275,909,984"
24092,2024-08-10,02 04 25 26 31,01 06,"896,954,081.44","291,452,049"
24093,2024-08-12,16 24 26 28 29,08 12,"933,160,955.97","267,469,695"
24094,2024-08-14,12 13 24 29 31,02 08,"921,004,006.21","268,381,009"
24095,2024-08-17,01 07 19 26 27,03 05,"942,654,791.88","292,394,451"
24096,2024-08-19,02 03 23 27 31,01 10,"928,765,334.97","274,611,467"
24097,2024-08-21,07 11 12 14 19,02 08,"925,914,937.69","275,862,263"
24098,2024-08-24,03 10 15 19 29,09 10,"904,522,393.45","298,358,972"
24099,2024-08-26,04 10 24 31 35,05 08,"911,074,907.44","276,604,624"
24100,2024-08-28,02 12 19 22 32,05 11,"894,146,459.08","278,077,493"
24101,2024-08-31,16 19 22 27 35,06 10,"960,205,928.05","296,382,861"
24102,2024-09-02,01 05 09 14 20,05 11,"991,319,514.56","286,610,488"
24103,2024-09-04,19 21 29 32 33,06 08,"1,003,149,772.05","285,358,461"
24104,2024-09-07,01 04 09 13 17,06 09,"1,026,470,045.30","303,918,306"
24105,2024-09-09,14 20 21 28 32,09 11,"1,064,900,748.85","281,222,334"
24106,2024-09-11,05 11 19 22 29,02 12,"1,014,306,626.79","283,352,466"
24107,2024-09-14,06 14 16 18 34,03 10,"1,030,077,351.37","303,292,855"
24108,2024-09-16,16 17 21 31 34,03 08,"1,012,698,647.94","270,720,268"
24109,2024-09-18,12 23 26 27 28,03 11,"1,040,316,851.57","282,500,167"
24110,2024-09-21,01 07 08 18 28,04 12,"1,060,908,945.59","307,601,707"
24111,2024-09-23,03 09 19 27 30,07 11,"966,755,237.55","280,484,335"
24112,2024-09-25,05 15 24 31 34,03 10,"1,014,832,820.56","283,593,275"
24113,2024-09-28,16 18 25 26 33,04 08,"1,008,302,191.46","317,006,955"
24114,2024-09-30,12 27 30 34 35,05 11,"1,038,006,419.91","290,854,587"
24115,2024-10-05,03 04 12 19 24,08 12,"988,785,696.73","243,348,471"
24116,2024-10-07,01 03 06 16 25,01 11,"1,040,962,747.71","263,019,108"
24117,2024-10-09,02 10 22 26 28,02 04,"1,025,830,819.20","279,087,954"
24118,2024-10-12,01 03 09 16 19,05 11,"958,387,739.50","300,619,285"
24119,2024-10-14,06 12 28 30 33,02 07,"940,710,313.19","278,151,059"
24120,2024-10-16,04 12 17 23 27,02 08,"921,780,534.30","280,844,941"
24121,2024-10-19,07 15 18 24 33,04 05,"853,826,236.46","292,563,058"
24122,2024-10-21,05 06 09 15 17,03 10,"873,167,406.47","280,871,730"
24123,2024-10-23,03 09 16 30 31,08 09,"852,251,926.42","283,405,074"
24124,2024-10-26,02 03 07 10 25,01 11,"858,545,810.99","305,128,586"
24125,2024-10-28,10 14 19 24 26,01 10,"892,379,302.56","287,673,530"
24126,2024-10-30,02 10 17 28 34,07 08,"905,005,034.37","294,045,224"
24127,2024-11-02,02 03 10 16 28,07 10,"924,642,774","320,316,369"
24128,2024-11-04,03 07 10 29 31,01 03,"966,301,155.53","295,772,015"
24129,2024-11-06,07 19 30 31 34,05 07,"998,345,494.65","293,942,499"
24130,2024-11-09,11 21 25 31 32,04 10,"986,242,258.80","324,915,160"
24131,2024-11-11,02 03 04 21 26,02 03,"955,783,254.75","314,078,746"
24132,2024-11-13,05 06 10 16 31,06 09,"940,646,991.55","313,339,293"
24133,2024-11-16,08 10 14 22 29,04 06,"939,926,813.87","340,137,954"
24134,2024-11-18,01 04 07 13 33,05 06,"961,163,598.85","315,446,181"
24135,2024-11-20,06 08 22 24 30,03 08,"908,783,183.33","312,278,951"
24136,2024-11-23,01 17 20 29 34,07 08,"975,020,596.72","339,548,742"
24137,2024-11-25,08 15 16 17 21,02 05,"987,311,038.71","314,223,012"
24138,2024-11-27,05 17 20 28 34,04 09,"1,009,101,191.78","314,640,260"
24139,2024-11-30,05 12 20 23 24,05 07,"965,113,949.19","346,398,503"
24140,2024-12-02,03 06 15 23 31,01 12,"992,732,460.61","313,586,274"
24141,2024-12-04,02 06 07 16 20,02 11,"966,806,148.16","302,351,348"
24142,2024-12-07,08 21 24 33 34,03 10,"908,929,975.14","327,282,822"
24143,2024-12-09,16 20 22 24 31,04 05,"887,487,585.30","299,228,472"
24144,2024-12-11,06 07 08 21 30,01 05,"901,592,546.70","298,735,511"
24145,2024-12-14,01 06 09 22 24,01 03,"931,270,188.40","320,626,163"
24146,2024-12-16,05 20 21 22 32,03 04,"912,659,139.49","296,215,559"
24147,2024-12-18,12 18 21 22 31,01 07,"981,658,901.04","297,698,975"
24148,2024-12-21,06 09 20 32 35,08 11,"1,027,404,435.51","319,089,575"
24149,2024-12-23,02 05 16 18 22,07 09,"1,046,459,747.02","293,475,449"
24150,2024-12-25,04 11 23 25 34,05 07,"1,082,499,928.15","294,938,543"
24151,2024-12-28,05 12 17 19 35,10 11,"1,100,535,289.14","315,044,922"
24152,2024-12-30,01 02 07 08 31,02 10,"1,125,809,265.73","303,398,169"
25001,2025-01-01,05 08 16 17 27,04 07,"1,083,648,909.37","300,925,149"
25002,2025-01-04,19 21 22 28 32,06 09,"1,059,802,299.68","328,380,460"
25003,2025-01-06,10 25 30 32 34,04 10,"1,125,887,685.14","302,634,553"
25004,2025-01-08,02 05 09 13 33,01 07,"1,149,680,405.57","294,103,605"
25005,2025-01-11,05 06 08 31 32,09 11,"1,135,025,880.19","313,119,385"
25006,2025-01-13,03 04 13 19 35,03 10,"1,157,222,668.51","315,397,229"
25007,2025-01-15,15 22 23 25 31,01 09,"1,221,403,982.49","311,942,681"
25008,2025-01-18,01 05 07 13 35,05 12,"1,208,994,728.86","336,989,378"
25009,2025-01-20,03 19 21 30 32,06 09,"1,207,630,140.08","308,814,993"
25010,2025-01-22,05 21 28 30 32,07 12,"1,197,169,901.83","314,170,042"
25011,2025-01-25,03 06 07 11 27,02 08,"1,183,329,141.76","373,437,138"
25012,2025-02-08,02 18 19 21 25,02 11,"1,240,397,718.82","358,739,098"
25013,2025-02-10,14 16 18 20 35,02 05,"1,260,404,089.53","289,136,668"
25014,2025-02-12,05 19 22 29 35,02 10,"1,278,086,019.59","289,867,311"
25015,2025-02-15,07 10 24 31 35,01 08,"1,290,950,588.69","314,676,590"
25016,2025-02-17,05 07 12 20 29,08 12,"1,212,239,218.29","288,272,949"
25017,2025-02-19,10 12 26 28 31,03 10,"1,260,507,193.99","288,044,955"
25018,2025-02-22,01 07 09 20 28,01 04,"1,191,928,481.52","314,802,603"
25019,2025-02-24,07 08 11 18 23,03 11,"1,159,248,699.24","296,357,549"
25020,2025-02-26,01 09 12 22 29,05 09,"1,132,471,892.25","300,087,089"
25021,2025-03-01,10 18 25 30 35,03 12,"1,123,599,303.02","335,200,766"
25022,2025-03-03,01 11 13 27 29,04 10,"1,103,298,037.53","298,217,183"
25023,2025-03-05,10 20 22 24 25,09 12,"1,115,584,483.60","302,766,777"
25024,2025-03-08,06 12 13 16 23,05 08,"1,035,953,603.25","331,854,703"
25025,2025-03-10,03 06 08 10 25,03 07,"993,864,523.61","313,678,335"
25026,2025-03-12,02 03 07 17 30,01 09,"1,039,296,516.67","313,696,373"
25027,2025-03-15,03 06 11 13 20,01 11,"1,035,665,607.65","333,487,900"
25028,2025-03-17,06 08 20 25 29,03 07,"1,006,966,152.10","313,737,340"
25029,2025-03-19,05 09 26 31 33,03 10,"1,043,234,947.87","314,474,524"
25030,2025-03-22,03 09 14 24 28,06 07,"995,094,280.09","338,162,194"
25031,2025-03-24,14 18 20 25 35,01 07,"1,024,377,872.55","311,643,171"
25032,2025-03-26,12 22 25 27 28,01 02,"1,094,382,586.20","303,333,312"
25033,2025-03-29,01 02 08 10 33,10 12,"1,132,503,712.27","312,033,249"
25034,2025-03-31,04 15 22 28 33,06 08,"1,046,884,586.45","291,102,580"
25035,2025-04-02,22 25 28 29 30,04 08,"1,034,539,140.28","290,834,566"
25036,2025-04-05,04 07 13 27 30,02 06,"1,044,099,471.36","303,323,074"
25037,2025-04-07,05 20 23 27 31,04 06,"1,078,059,212.16","302,429,281"
25038,2025-04-09,07 08 20 26 34,08 09,"1,098,668,135.56","367,355,129"
25039,2025-04-12,03 07 14 15 19,06 10,"1,128,975,871.01","380,283,087"
25040,2025-04-14,02 08 16 31 32,04 12,"1,147,506,477.45","365,388,846"
25041,2025-04-16,03 04 21 22 27,05 11,"1,110,680,827.71","372,136,085"
25042,2025-04-19,06 08 11 18 20,05 11,"1,157,421,361.54","391,234,678"
25043,2025-04-21,03 16 20 21 27,09 11,"1,212,466,180","362,168,053"
25044,2025-04-23,15 17 21 22 26,02 08,"1,237,807,812.52","368,611,600"
25045,2025-04-26,08 11 21 23 27,03 08,"1,207,089,477.91","394,950,774"
25046,2025-04-28,04 10 15 20 34,04 07,"1,213,336,580.15","367,246,953"
25047,2025-04-30,03 10 11 12 21,02 03,"1,202,271,493.27","367,385,544"
25048,2025-05-03,02 06 17 23 35,06 11,"1,258,998,703.94","364,105,069"
25049,2025-05-05,09 20 22 29 34,03 08,"1,233,463,084.71","350,534,405"
25050,2025-05-07,15 18 20 21 34,04 10,"1,220,697,850","380,353,203"
25051,2025-05-10,02 04 13 29 31,05 12,"1,208,341,380.13","402,596,942"
25052,2025-05-12,02 04 11 29 30,02 08,"1,261,675,356.80","384,489,687"
25053,2025-05-14,14 23 29 30 33,06 12,"1,281,475,209.81","378,116,432"
25054,2025-05-17,03 12 16 21 29,01 02,"1,305,673,257.89","400,498,726"
25055,2025-05-19,08 10 25 29 30,01 02,"1,329,842,896.50","373,248,241"
25056,2025-05-21,12 15 28 29 32,08 11,"1,375,155,244.52","354,948,673"
25057,2025-05-24,09 10 11 12 29,01 10,"1,415,654,588.90","379,533,383"
25058,2025-05-26,06 11 15 21 23,01 07,"1,457,374,217.14","337,041,717"
25059,2025-05-28,03 09 10 11 26,01 02,"1,472,810,541.70","330,253,002"
25060,2025-05-31,12 14 19 33 34,01 07,"1,530,054,632.82","344,759,819"
25061,2025-06-02,02 11 16 23 28,05 10,"1,489,857,621.12","326,041,766"
25062,2025-06-04,14 20 27 28 29,06 10,"1,525,360,041.11","331,453,922"
25063,2025-06-07,05 18 26 29 32,07 10,"1,482,278,557.25","353,640,087"
25064,2025-06-09,05 10 18 20 34,01 08,"1,534,694,449.82","328,463,659"
25065,2025-06-11,07 25 32 33 35,04 09,"1,539,171,327.57","322,427,160"
25066,2025-06-14,15 18 27 28 34,03 06,"1,579,075,869.30","339,059,066"
25067,2025-06-16,06 10 12 21 22,01 06,"1,588,528,359.21","321,766,533"
25068,2025-06-18,01 04 17 20 22,04 10,"1,628,402,089.96","318,966,997"
25069,2025-06-21,04 06 07 33 34,09 10,"1,677,561,945.36","338,663,590"
25070,2025-06-23,08 09 15 20 22,04 12,"1,718,532,211.45","312,961,169"
25071,2025-06-25,01 08 25 31 33,05 11,"1,743,326,978.40","313,848,778"
25072,2025-06-28,04 07 15 24 29,01 04,"1,739,661,640.72","337,329,044"
25073,2025-06-30,01 04 17 33 34,03 09,"1,695,259,566.21","306,793,454"
25074,2025-07-02,02 11 15 18 21,05 10,"1,661,629,014.25","304,472,528"
25075,2025-07-05,08 12 16 19 35,06 09,"1,627,185,578.63","327,099,927"
25076,2025-07-07,11 18 22 25 29,04 12,"1,612,133,474.72","306,337,461"
25077,2025-07-09,12 14 16 19 28,01 04,"1,664,896,849.85","302,633,813"
25078,2025-07-12,07 10 15 21 24,05 06,"1,653,989,426.98","322,049,886"
25079,2025-07-14,02 14 32 34 35,05 11,"1,685,844,586.78","300,459,382"
25080,2025-07-16,09 10 18 22 24,03 12,"1,723,670,049.40","299,028,201"
25081,2025-07-19,01 04 06 15 18,02 03,"1,745,616,944.75","321,712,458"
25082,2025-07-21,02 03 04 12 26,01 08,"1,735,099,174.42","296,090,839"
25083,2025-07-23,12 17 18 20 34,02 05,"1,769,075,337.06","296,169,217"
25084,2025-07-26,09 11 13 18 29,04 11,"1,790,261,423.50","315,027,700"
25085,2025-07-28,02 05 09 14 33,04 09,"1,595,323,742.79","294,227,352"
25086,2025-07-30,02 06 23 24 33,01 10,"1,646,600,667.94","295,578,823"
25087,2025-08-02,05 13 14 16 20,03 08,"1,579,681,545.27","315,319,154"
25088,2025-08-04,08 09 10 11 35,05 11,"1,540,665,716.30","298,062,525"
25089,2025-08-06,02 11 12 32 34,03 10,"1,218,712,702.23","301,829,705"
25090,2025-08-09,06 14 19 22 27,01 04,"1,200,005,188.39","331,564,816"
25091,2025-08-11,01 19 22 25 27,03 10,"1,254,338,103.41","307,088,100"
25092,2025-08-13,04 10 17 25 32,05 07,"1,153,953,579.37","305,765,437"
25093,2025-08-16,01 07 09 16 30,02 05,"1,157,754,344.65","330,705,608"
25094,2025-08-18,04 09 17 30 33,05 09,"1,116,595,093.69","307,470,270"
25095,2025-08-20,07 13 14 19 27,06 10,"1,082,529,387.65","305,061,816"
25096,2025-08-23,02 11 17 22 24,07 09,"1,040,644,815.06","332,437,847"
25097,2025-08-25,05 24 25 32 34,01 09,"1,077,551,661.97","310,927,488"
25098,2025-08-27,01 07 09 10 23,10 12,"1,129,247,143.71","308,524,554"
25099,2025-08-30,06 12 20 26 31,02 04,"1,089,336,924.50","333,985,688"
25100,2025-09-01,26 28 32 34 35,02 07,"1,140,476,606.54","313,027,593"
25101,2025-09-03,05 07 19 26 32,08 09,"1,106,707,324.70","307,833,370"
25102,2025-09-06,09 10 13 26 28,02 04,"1,157,865,480.75","336,362,587"
25103,2025-09-08,05 08 19 32 34,04 05,"1,180,433,357.59","310,233,728"
25104,2025-09-10,02 06 09 22 34,02 08,"1,199,979,893.19","315,640,944"
25105,2025-09-13,15 16 25 28 34,10 12,"1,251,025,275.38","341,440,186"
25106,2025-09-15,05 06 11 26 29,05 10,"1,199,200,033.49","314,630,148"
25107,2025-09-17,05 07 08 15 33,06 10,"1,185,080,983.75","314,311,008"
25108,2025-09-20,14 18 21 24 29,03 06,"1,188,449,971.10","341,209,503"
25109,2025-09-22,04 08 10 13 26,09 10,"1,212,757,053.28","313,350,591"
25110,2025-09-24,01 15 22 30 31,02 08,"1,216,735,503.10","299,730,589"
25111,2025-09-27,02 09 14 21 26,02 12,"1,227,497,634.04","331,165,537"
25112,2025-09-29,03 04 21 23 24,09 12,"1,222,244,291.60","319,054,991"
25113,2025-10-06,01 14 18 28 35,02 03,"1,174,480,897.69","302,539,540"
25114,2025-10-08,03 08 09 12 16,01 05,"1,144,042,317.89","286,469,363"
25115,2025-10-11,03 12 14 21 35,01 05,"1,188,143,074.80","330,363,634"
25116,2025-10-13,02 06 16 22 29,08 12,"1,245,943,636.26","298,992,508"
25117,2025-10-15,05 10 18 21 29,05 07,"1,200,034,223.36","302,232,387"
25118,2025-10-18,02 08 09 12 21,04 05,"1,209,569,201.29","319,584,678"
